Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
ER Open Cell.png,140,26264,187.600,7.296,255,52.144,0.521,0.760,17.176,356.457,303.100,92.551,11.346
